,Number,Channel,Check in,Check out,Rooms,Persons,Adults,Children,Total,Commission,Prepaid,Country,Reservation Date,Date of creation or modification,Cancellation Date ,Payment,Status 
672,1416373245,Booking.com XML,2017-04-07,2017-04-11,1 DBL Mat ,2,2,0,276.37,49.75,0.0,Argentina,2017-04-03 16:53,2017-04-03 16:53,,Credit card,New
673,1980576553,Booking.com XML,2017-04-07,2017-04-10,1 DBL Mat ,2,2,0,235.38,42.37,0.0,Argentina,2017-04-07 12:15,2017-04-07 12:15,,Credit card,New
674,779338027,Expedia XML,2017-04-06,2017-04-11,1 DBL Mat ,2,2,0,264.58,0.0,264.58,,2017-01-15 22:47,2017-01-15 22:48,,Credit card,New
675,1434943109,Booking.com XML,2017-04-06,2017-04-10,1 TPL Twin ,3,3,0,311.16,56.01,0.0,Brazil,2017-02-06 22:11,2017-02-20 18:04,2017-02-20 18:04,Credit card,Cancelled
676,1596031860,Booking.com XML,2017-04-06,2017-04-10,1 DBL Mat ,2,2,0,246.71,44.41,0.0,Argentina,2017-02-22 18:59,2017-03-30 10:27,2017-03-30 10:27,Credit card,Cancelled
677,1921863943,Booking.com XML,2017-04-06,2017-04-13,1 SGL ,1,1,0,327.47,58.94,0.0,Argentina,2017-03-03 15:13,2017-03-03 15:14,,Credit card,New
678,2045126071,Booking.com XML,2017-04-01,2017-04-30,1 SGL ,1,1,0,1694.62,305.03,0.0,USA,2017-01-24 03:42,2017-02-11 19:18,2017-02-11 19:18,Credit card,Cancelled
679,2089435448,Booking.com XML,2017-04-01,2017-04-11,1 DBL Twin ,2,2,0,533.08,95.95,0.0,Argentina,2017-03-10 12:39,2017-03-10 17:24,2017-03-10 17:24,Credit card,Cancelled
0,1595976111,Booking.com XML,2017-06-30,2017-07-07,1 TPL Twin ,3,3,0,524.38,94.39,0.0,Argentina,2017-04-24 20:20,2017-04-24 20:20,,Credit card,New
1,1907961615,Booking.com XML,2017-06-30,2017-07-03,1 DBL Mat ,2,2,0,177.27,31.91,0.0,Brazil,2017-05-06 14:57,2017-06-26 19:30,2017-06-26 19:30,Credit card,Cancelled
2,840526831,Expedia XML,2017-06-30,2017-07-10,1 TPL Mat ,3,2,1,774.8,0.0,0.0,,2017-05-12 21:50,2017-05-28 23:08,2017-05-28 23:06,Credit card,Cancelled
3,1085645936,Booking.com XML,2017-06-30,2017-07-02,1 DBL Twin ,2,2,0,126.44,22.76,0.0,Argentina,2017-05-21 21:41,2017-05-21 21:41,,Credit card,New
4,1701979097,Booking.com XML,2017-06-30,2017-07-03,1 DBL Mat ,2,2,0,184.66,33.24,0.0,Argentina,2017-06-03 21:34,2017-06-03 21:34,,Credit card,New
5,1572370712,Booking.com XML,2017-06-30,2017-07-01,1 TPL Mat 1 DBL Mat ,5,5,0,136.37,24.55,0.0,Argentina,2017-06-06 22:54,2017-06-11 20:41,2017-06-11 20:41,Credit card,Cancelled
6,2045436195,Booking.com XML,2017-06-30,2017-07-05,1 DBL Mat ,2,2,0,300.49,54.09,0.0,Argentina,2017-06-26 16:52,2017-06-26 16:53,,Credit card,New
7,1376040516,Booking.com XML,2017-06-30,2017-07-02,1 DBL Mat ,2,2,0,127.34,22.92,0.0,Argentina,2017-06-26 19:57,2017-06-26 19:58,,Credit card,New
8,1247550767,Booking.com XML,2017-06-30,2017-07-01,1 SGL ,1,1,0,63.47,11.42,0.0,Argentina,2017-06-27 11:14,2017-06-27 11:14,,Credit card,New
9,1217612639,Booking.com XML,2017-06-30,2017-07-02,1 DBL Mat ,2,2,0,127.34,22.92,0.0,Argentina,2017-06-27 19:06,2017-06-27 19:06,,Credit card,New
10,1844432278,Booking.com XML,2017-06-30,2017-07-02,1 DBL Mat ,2,2,0,127.34,22.92,0.0,Argentina,2017-06-27 23:17,2017-06-27 23:17,,Credit card,New
11,376317777,Airbnb,2017-06-30,2017-07-03,1 DBL Mat ,2,2,0,208.0,0.0,6.0,,2017-06-29 02:01,2017-06-29 02:17,,,New
12,1837908856,Booking.com XML,2017-06-30,2017-07-01,1 DBL Mat ,2,2,0,67.44,12.14,0.0,Argentina,2017-06-30 16:46,2017-06-30 16:47,,,New
13,1563355863,Booking.com XML,2017-06-30,2017-07-01,1 SGL ,1,1,0,63.47,11.42,0.0,Chile,2017-06-30 22:21,2017-07-01 12:16,2017-07-01 12:16,,Cancelled
14,3377784202,Despegar PAM2 XML,2017-06-29,2017-07-01,1 SGL ,1,1,0,97.62,0.0,0.0,,2017-03-13 12:23,2017-03-13 12:40,,Credit card,New
15,1579003528,Booking.com XML,2017-06-29,2017-07-03,1 DBL Mat 1 DBL Mat 1 DBL Mat 1 TPL Mat ,9,9,0,931.37,167.65,0.0,Brazil,2017-04-30 15:25,2017-04-30 15:49,2017-04-30 15:49,Credit card,Cancelled
16,1190473131,Booking.com XML,2017-06-29,2017-07-01,1 DBL Twin ,2,2,0,114.04,20.53,0.0,Argentina,2017-05-20 17:45,2017-05-20 17:45,,Credit card,New
17,1289693849,Booking.com XML,2017-06-29,2017-07-02,1 DBL Twin ,2,2,0,198.98,35.82,0.0,Brazil,2017-06-02 21:55,2017-06-24 07:15,2017-06-24 07:15,Credit card,Cancelled
18,1525370506,Booking.com XML,2017-06-29,2017-07-05,1 DBL Mat ,2,2,0,385.54,69.4,0.0,Brazil,2017-06-05 16:36,2017-06-06 18:43,2017-06-06 18:43,Credit card,Cancelled
19,1741634551,Booking.com XML,2017-06-29,2017-07-02,1 TPL Mat 1 DBL Mat 1 DBL Mat ,7,7,0,654.58,117.82,0.0,Brazil,2017-06-07 09:02,2017-06-24 10:17,2017-06-24 10:17,Credit card,Cancelled
20,2015534260,Booking.com XML,2017-06-29,2017-06-30,1 DBL Twin ,2,2,0,60.13,10.82,0.0,Argentina,2017-06-07 23:08,2017-06-07 23:08,,Credit card,New
21,1905059088,Booking.com XML,2017-06-29,2017-06-30,1 TPL Mat ,3,3,0,81.32,14.64,0.0,Brazil,2017-06-22 18:10,2017-06-22 18:10,,Credit card,New
22,1619868041,Booking.com XML,2017-06-29,2017-06-30,1 DBL Mat ,2,2,0,64.14,11.55,0.0,Argentina,2017-06-25 17:17,2017-06-25 17:18,,Credit card,New
23,1793307105,Booking.com XML,2017-06-29,2017-06-30,1 SGL ,1,1,0,56.86,10.23,0.0,Argentina,2017-06-26 10:51,2017-06-26 10:51,,Credit card,New
24,2015114948,Booking.com XML,2017-06-29,2017-06-30,1 DBL Twin ,2,2,0,60.82,10.95,0.0,Argentina,2017-06-26 16:53,2017-06-26 16:53,,Credit card,New
25,1456489063,Booking.com XML,2017-06-29,2017-06-30,1 DBL Mat ,2,2,0,60.82,10.95,0.0,Argentina,2017-06-26 21:51,2017-06-26 21:52,,Credit card,New
26,1916943914,Booking.com XML,2017-06-29,2017-07-01,1 SGL ,1,1,0,120.33,21.66,0.0,Argentina,2017-06-27 19:12,2017-06-27 19:12,,Credit card,New
27,1217662098,Booking.com XML,2017-06-29,2017-06-30,1 TPL Mat ,3,3,0,78.02,14.04,0.0,Argentina,2017-06-27 21:17,2017-06-27 21:17,,Credit card,New
28,1654693837,Booking.com XML,2017-06-29,2017-06-30,1 DBL Mat ,2,2,0,60.82,10.95,0.0,Argentina,2017-06-28 12:53,2017-06-28 13:20,,Credit card,Modified
29,1643083272,Booking.com XML,2017-06-29,2017-06-30,1 DBL Mat ,2,2,0,60.82,10.95,0.0,Argentina,2017-06-29 09:41,2017-06-29 09:42,,Credit card,New
30,1479057103,Booking.com XML,2017-06-29,2017-06-30,1 DBL Twin ,2,2,0,74.05,13.33,0.0,Argentina,2017-06-29 11:33,2017-06-29 11:33,,Credit card,New
31,1281657595,Booking.com XML,2017-06-28,2017-07-03,1 DBL Twin ,2,2,0,306.8,55.22,0.0,Brazil,2017-03-27 13:23,2017-05-18 13:41,2017-05-18 13:41,Credit card,Cancelled
32,1145167828,Booking.com XML,2017-06-28,2017-06-30,1 TPL Twin ,3,3,0,140.08,25.21,0.0,Brazil,2017-04-06 16:37,2017-04-06 16:37,,Credit card,New
33,1427535639,Booking.com XML,2017-06-28,2017-06-29,1 DBL Mat ,2,2,0,57.02,10.26,0.0,Argentina,2017-04-24 12:22,2017-04-24 14:25,2017-04-24 14:25,Credit card,Cancelled
34,1042098419,Booking.com XML,2017-06-28,2017-07-03,1 DBL Twin ,2,2,0,291.31,52.44,0.0,Argentina,2017-04-24 22:59,2017-04-24 23:01,,Credit card,New
35,840933285,Expedia XML,2017-06-28,2017-07-04,1 DBL Mat ,2,2,0,313.5,0.0,0.0,,2017-05-13 21:20,2017-05-13 21:20,,Credit card,New
36,1085607032,Booking.com XML,2017-06-28,2017-06-29,1 SGL ,1,1,0,67.69,12.18,0.0,Brazil,2017-05-21 23:29,2017-06-10 18:22,,Credit card,Modified
37,1705070144,Booking.com XML,2017-06-28,2017-07-03,1 SGL ,1,1,0,288.2,51.88,0.0,China,2017-05-23 09:58,2017-06-19 08:39,2017-06-19 08:39,Credit card,Cancelled
38,1632016108,Booking.com XML,2017-06-28,2017-06-29,1 SGL ,1,1,0,50.77,9.14,0.0,Ireland,2017-05-29 05:24,2017-06-29 14:18,,Credit card,Modified
39,1716312642,Booking.com XML,2017-06-28,2017-07-03,1 DBL Mat ,2,2,0,290.11,52.22,0.0,Brazil,2017-06-01 12:07,2017-06-26 19:12,2017-06-26 19:12,Credit card,Cancelled
40,1799865328,Booking.com XML,2017-06-28,2017-06-30,1 SGL ,1,1,0,113.72,20.47,0.0,Argentina,2017-06-26 22:37,2017-06-26 22:37,,Credit card,New
41,2045408533,Booking.com XML,2017-06-28,2017-06-29,1 DBL Mat ,2,2,0,54.74,9.85,0.0,Argentina,2017-06-27 12:55,2017-06-27 12:56,,Credit card,New
42,1614936600,Booking.com XML,2017-06-28,2017-06-29,1 SGL ,1,1,0,51.17,9.21,0.0,Argentina,2017-06-28 14:29,2017-06-28 14:29,,Credit card,New
43,4250787702,Despegar PAM2 XML,2017-06-28,2017-06-30,1 DBL Twin ,1,1,0,118.27,0.0,0.0,,2017-06-28 18:39,2017-06-28 18:45,,Credit card,New
44,1756313192,Booking.com XML,2017-06-27,2017-07-04,1 TPL Twin ,3,3,0,533.68,96.06,0.0,Brazil,2017-05-16 17:10,2017-05-16 17:12,,Credit card,Modified
45,844191703,Expedia XML,2017-06-27,2017-07-01,1 DBL Twin ,2,2,0,164.2,0.0,164.2,,2017-05-19 19:54,2017-05-19 19:56,,Credit card,New
46,1632029683,Booking.com XML,2017-06-27,2017-06-30,1 DBL Mat 1 DBL Mat ,4,4,0,360.78,64.94,0.0,Brazil,2017-05-29 15:09,2017-05-29 15:10,,Credit card,New
47,2015523074,Booking.com XML,2017-06-27,2017-06-28,1 DBL Mat ,2,2,0,54.12,9.74,0.0,Brazil,2017-06-07 13:06,2017-06-07 13:07,,Credit card,New
48,1075943770,Booking.com XML,2017-06-27,2017-06-28,1 TPL Mat ,3,3,0,78.02,14.04,0.0,Argentina,2017-06-26 13:13,2017-06-26 13:13,,Credit card,New
49,2045480288,Booking.com XML,2017-06-27,2017-06-28,1 DBL Twin ,2,2,0,60.82,10.95,0.0,Argentina,2017-06-27 00:50,2017-06-27 00:50,,Credit card,New
50,1013127078,Booking.com XML,2017-06-26,2017-06-29,1 DBL Mat 1 DBL Mat ,4,4,0,307.92,55.43,0.0,Brazil,2017-04-22 13:44,2017-04-22 13:45,,Credit card,New
51,1264214097,Booking.com XML,2017-06-26,2017-06-30,1 DBL Mat ,2,2,0,234.29,42.17,0.0,Brazil,2017-05-08 22:00,2017-05-08 22:00,,Credit card,New
52,3977121102,Despegar PAM2 XML,2017-06-26,2017-06-27,1 DBL Mat ,2,2,0,61.46,0.0,0.0,,2017-05-25 19:39,2017-05-25 19:51,,Credit card,New
53,1690626351,Booking.com XML,2017-06-26,2017-06-27,1 DBL Mat ,2,2,0,60.7,10.93,0.0,Brazil,2017-06-20 16:03,2017-06-20 16:03,,Credit card,New
54,1081170369,Booking.com XML,2017-06-26,2017-06-29,1 SGL ,1,1,0,183.81,33.09,0.0,Chile,2017-06-20 16:15,2017-06-20 16:15,,Credit card,New
55,1467604611,Booking.com XML,2017-06-26,2017-06-27,1 DBL Twin ,2,2,0,67.44,12.14,0.0,Argentina,2017-06-20 19:33,2017-06-20 19:34,,Credit card,New
56,1456405578,Booking.com XML,2017-06-26,2017-06-28,1 SGL ,1,1,0,105.32,18.96,0.0,Perú,2017-06-26 17:28,2017-06-26 17:28,,,New
57,1052761153,Booking.com XML,2017-06-25,2017-06-26,1 DBL Mat ,2,2,0,57.02,10.26,0.0,Brazil,2017-04-22 00:24,2017-04-22 00:25,,Credit card,New
58,1022582637,Booking.com XML,2017-06-25,2017-06-28,1 DBL Mat ,2,2,0,186.59,33.59,0.0,Argentina,2017-06-04 12:10,2017-06-04 12:11,,Credit card,New
59,1316305940,Booking.com XML,2017-06-25,2017-06-30,1 SGL ,1,1,0,307.45,55.34,0.0,Mexico,2017-06-10 19:10,2017-06-10 19:11,,Credit card,New
60,1407365948,Booking.com XML,2017-06-25,2017-06-26,1 DBL Mat ,2,2,0,60.7,10.93,0.0,Argentina,2017-06-18 09:40,2017-06-25 19:24,2017-06-25 19:24,Credit card,Cancelled
61,1606008780,Booking.com XML,2017-06-25,2017-06-29,1 SGL 1 SGL ,2,2,0,415.32,74.76,0.0,Argentina,2017-06-23 16:15,2017-06-23 16:15,,Credit card,New
62,1538888855,Booking.com XML,2017-06-25,2017-06-26,1 DBL Mat ,2,2,0,60.82,10.95,0.0,Argentina,2017-06-23 18:56,2017-06-23 18:56,,Credit card,New
63,1371352077,Booking.com XML,2017-06-25,2017-06-26,1 DBL Mat ,2,2,0,60.82,10.95,0.0,Argentina,2017-06-25 08:23,2017-06-25 08:23,,Credit card,New
64,1083542899,Booking.com XML,2017-06-24,2017-07-01,1 TPL Twin ,3,3,0,502.68,90.48,0.0,Brazil,2017-04-09 00:41,2017-04-09 02:50,2017-04-09 02:50,Credit card,Cancelled
65,1628383949,Booking.com XML,2017-06-24,2017-06-29,1 DBL Mat ,2,2,0,278.91,50.2,0.0,Brazil,2017-04-16 18:02,2017-04-16 18:02,,Credit card,New
66,1501949046,Booking.com XML,2017-06-24,2017-07-02,1 TPL Mat ,3,3,0,597.52,107.55,0.0,Brazil,2017-04-17 20:29,2017-05-02 14:03,2017-05-02 14:03,Credit card,Cancelled
67,1776510229,Booking.com XML,2017-06-24,2017-07-02,1 DBL Twin ,2,2,0,487.19,87.69,0.0,Brazil,2017-04-26 18:33,2017-05-02 14:01,2017-05-02 14:01,Credit card,Cancelled
68,1423140305,Booking.com XML,2017-06-24,2017-07-02,1 DBL Mat ,2,2,0,487.19,87.69,0.0,Brazil,2017-04-26 18:40,2017-05-02 13:58,2017-05-02 13:58,Credit card,Cancelled
69,2040461934,Booking.com XML,2017-06-24,2017-07-04,1 DBL Mat ,2,2,0,541.13,97.4,0.0,Brazil,2017-04-27 21:15,2017-05-11 20:24,,Credit card,Modified
70,1552840751,Booking.com XML,2017-06-24,2017-07-02,1 SGL ,1,1,0,411.69,74.1,0.0,Brazil,2017-04-27 21:21,2017-05-12 20:11,,Credit card,Modified
71,2025249616,Booking.com XML,2017-06-24,2017-06-27,1 TPL Mat ,3,3,0,244.22,43.96,0.0,Chile,2017-05-07 20:18,2017-05-07 20:19,,Credit card,New
72,1632878658,Booking.com XML,2017-06-24,2017-06-25,1 DBL Mat ,2,2,0,77.35,13.92,0.0,Argentina,2017-06-24 20:25,2017-06-24 20:25,,,New
73,1926693625,Booking.com XML,2017-06-24,2017-06-25,1 DBL Mat ,2,2,0,77.35,13.92,0.0,Argentina,2017-06-24 22:01,2017-06-24 23:43,2017-06-24 23:43,,Cancelled
74,1620923570,Booking.com XML,2017-06-23,2017-06-26,1 DBL Twin ,2,2,0,164.87,29.68,0.0,Chile,2017-02-14 17:51,2017-04-30 17:20,2017-04-30 17:19,Credit card,Cancelled
75,1490458906,Booking.com XML,2017-06-23,2017-06-27,1 TPL Mat ,3,3,0,304.96,54.89,0.0,Brazil,2017-04-21 14:29,2017-04-21 14:29,,Credit card,New
76,1427515210,Booking.com XML,2017-06-23,2017-06-28,1 DBL Mat ,2,2,0,290.1,52.22,0.0,Brazil,2017-04-24 17:00,2017-04-24 17:00,,Credit card,New
77,1595962346,Booking.com XML,2017-06-23,2017-06-28,1 DBL Mat 1 TPL Twin ,5,5,0,725.22,130.54,0.0,Brazil,2017-04-24 17:02,2017-04-24 17:02,,Credit card,New
78,1190499092,Booking.com XML,2017-06-23,2017-06-26,1 DBL Mat ,2,2,0,202.07,36.37,0.0,Brazil,2017-05-20 15:57,2017-05-20 16:04,,Credit card,Modified
79,1901750683,Booking.com XML,2017-06-23,2017-07-03,1 SGL ,1,1,0,591.92,106.55,0.0,Paraguay,2017-05-22 16:51,2017-05-22 16:51,,Credit card,New
80,1466499528,Booking.com XML,2017-06-23,2017-06-26,1 DBL Mat ,2,2,0,222.15,39.99,0.0,Chile,2017-06-19 17:37,2017-06-19 17:37,,Credit card,New
81,2056227160,Booking.com XML,2017-06-23,2017-06-25,1 SUP ,2,2,0,171.24,30.82,0.0,Argentina,2017-06-23 13:28,2017-06-23 13:28,,Credit card,New
82,1632876794,Booking.com XML,2017-06-23,2017-06-24,1 DBL Mat ,2,2,0,67.44,12.14,0.0,Argentina,2017-06-23 19:17,2017-06-23 19:17,,,New
83,796193601,Expedia XML,2017-06-22,2017-06-28,1 DBL Mat ,2,2,0,276.5,0.0,276.5,,2017-02-19 09:38,2017-02-19 09:40,,Credit card,New
84,1251962912,Booking.com XML,2017-06-22,2017-06-25,1 DBL Mat ,2,2,0,164.87,29.68,0.0,Chile,2017-03-12 03:59,2017-03-12 03:59,,Credit card,New
85,816653738,Expedia XML,2017-06-22,2017-06-25,1 DBL Twin ,2,2,0,162.55,0.0,162.55,,2017-03-28 17:45,2017-03-28 17:48,,Credit card,New
86,1014149372,Booking.com XML,2017-06-22,2017-06-25,1 DBL Mat ,2,2,0,186.59,33.59,0.0,Brazil,2017-04-18 22:35,2017-05-03 21:48,2017-05-03 21:48,Credit card,Cancelled
87,1125704351,Booking.com XML,2017-06-22,2017-06-25,1 SGL ,1,1,0,187.81,33.81,0.0,Argentina,2017-05-22 15:56,2017-05-22 15:56,,Credit card,New
88,852811505,Expedia XML,2017-06-22,2017-06-26,1 SGL ,1,1,0,201.84,0.0,201.84,,2017-06-05 12:06,2017-06-21 17:20,2017-06-21 17:17,Credit card,Cancelled
89,2098824921,Booking.com XML,2017-06-22,2017-06-23,1 SGL ,1,1,0,51.17,9.21,0.0,Argentina,2017-06-19 10:15,2017-06-19 10:16,,Credit card,New
90,2028102396,Booking.com XML,2017-06-22,2017-06-23,1 SGL ,1,1,0,56.86,10.23,0.0,Argentina,2017-06-20 09:00,2017-06-20 09:01,,Credit card,New
91,1063884107,Booking.com XML,2017-06-22,2017-06-23,1 SGL 1 SGL ,2,2,0,96.4,17.35,0.0,Argentina,2017-06-21 10:19,2017-06-21 10:20,,Credit card,New
92,1347498642,Booking.com XML,2017-06-22,2017-06-23,1 DBL Twin ,2,2,0,57.52,10.35,0.0,Perú,2017-06-21 13:10,2017-06-21 13:10,,Credit card,New
93,1962552306,Booking.com XML,2017-06-22,2017-06-23,1 DBL Mat ,2,2,0,57.52,10.35,0.0,Argentina,2017-06-21 16:51,2017-06-21 16:51,,Credit card,New
94,1016345767,Booking.com XML,2017-06-22,2017-06-23,1 SGL ,1,1,0,48.2,8.68,0.0,Argentina,2017-06-21 19:53,2017-06-21 19:53,,Credit card,New
95,1931014374,Booking.com XML,2017-06-22,2017-06-23,1 SGL ,1,1,0,48.2,8.68,0.0,Argentina,2017-06-22 00:18,2017-06-22 00:19,,Credit card,New
96,1237203181,Booking.com XML,2017-06-22,2017-06-23,1 DBL Mat ,2,2,0,57.52,10.35,0.0,Argentina,2017-06-22 08:13,2017-06-22 08:13,,Credit card,New
97,4202847102,Despegar PAM2 XML,2017-06-22,2017-06-23,1 DBL Mat ,2,2,0,53.47,0.0,0.0,,2017-06-22 21:27,2017-06-22 21:45,,Credit card,New
98,1827650085,Booking.com XML,2017-06-21,2017-06-26,1 DBL Twin ,2,2,0,266.53,47.98,0.0,Brazil,2017-02-11 22:29,2017-06-17 12:31,2017-06-17 12:31,Credit card,Cancelled
99,1252617427,Booking.com XML,2017-06-21,2017-06-26,1 DBL Mat 1 DBL Mat ,4,4,0,479.78,86.36,0.0,Brazil,2017-03-09 23:16,2017-03-09 23:49,2017-03-09 23:49,Credit card,Cancelled
100,1085675191,Booking.com XML,2017-06-21,2017-06-26,1 DBL Mat ,2,2,0,319.22,57.46,0.0,Brazil,2017-05-21 16:24,2017-05-21 16:25,,Credit card,New
101,1466426518,Booking.com XML,2017-06-21,2017-06-22,1 DBL Mat ,2,2,0,51.77,9.32,0.0,Argentina,2017-06-19 11:22,2017-06-19 11:22,,Credit card,New
102,1466401495,Booking.com XML,2017-06-21,2017-06-22,1 DBL Mat ,2,2,0,51.77,9.32,0.0,Argentina,2017-06-19 14:22,2017-06-19 14:23,,Credit card,New
103,1769464675,Booking.com XML,2017-06-21,2017-06-23,1 DBL Mat ,2,2,0,106.51,19.17,0.0,Argentina,2017-06-21 08:53,2017-06-21 08:53,,Credit card,New
104,1962548611,Booking.com XML,2017-06-21,2017-06-22,1 DBL Twin ,1,1,0,54.22,9.76,0.0,Argentina,2017-06-21 11:01,2017-06-21 11:01,,Credit card,New
105,1962546655,Booking.com XML,2017-06-21,2017-06-22,1 DBL Twin ,2,2,0,54.22,9.76,0.0,Argentina,2017-06-21 14:12,2017-06-21 14:12,,Credit card,New
106,2010348964,Booking.com XML,2017-06-21,2017-06-22,1 DBL Mat ,2,2,0,54.22,9.76,0.0,Argentina,2017-06-21 19:32,2017-06-21 19:49,2017-06-21 19:49,,Cancelled
107,2021391119,Booking.com XML,2017-06-20,2017-06-23,1 SUP ,2,2,0,189.69,34.14,0.0,Brazil,2017-01-19 23:19,2017-01-19 23:20,,Credit card,New
108,2015088164,Booking.com XML,2017-06-20,2017-06-21,1 DBL Mat ,2,2,0,45.75,8.23,0.0,Argentina,2017-03-07 14:12,2017-03-07 14:12,,Credit card,New
109,1679821083,Booking.com XML,2017-06-20,2017-06-24,1 SGL ,1,1,0,200.27,36.05,0.0,Argentina,2017-04-12 20:39,2017-05-10 20:39,2017-05-10 20:39,Credit card,Cancelled
110,1744108926,Booking.com XML,2017-06-20,2017-06-27,1 DBL Mat ,2,2,0,373.22,67.18,0.0,Brazil,2017-04-23 22:46,2017-06-10 23:52,2017-06-10 23:52,Credit card,Cancelled
111,1042738340,Booking.com XML,2017-06-20,2017-06-21,1 SGL ,1,1,0,53.3,9.59,0.0,Argentina,2017-05-04 16:26,2017-05-04 16:26,,Credit card,New
112,1599533559,Booking.com XML,2017-06-20,2017-06-27,1 DBL Mat ,2,2,0,395.54,71.2,0.0,Brazil,2017-05-22 00:17,2017-06-15 21:14,2017-06-15 19:25,Credit card,Cancelled
113,1894070974,Booking.com XML,2017-06-20,2017-06-21,1 SGL ,1,1,0,47.97,8.63,0.0,Argentina,2017-05-31 12:56,2017-05-31 12:56,,Credit card,New
114,1490336904,Booking.com XML,2017-06-20,2017-06-26,1 DBL Twin ,2,2,0,421.15,75.81,0.0,Argentina,2017-06-06 23:05,2017-06-06 23:05,,Credit card,New
115,1641709210,Booking.com XML,2017-06-20,2017-07-02,1 DBL Mat ,2,2,0,1057.05,190.27,0.0,USA,2017-06-07 16:08,2017-06-07 16:15,2017-06-07 16:15,Credit card,Cancelled
116,1240171290,Booking.com XML,2017-06-20,2017-06-27,1 DBL Twin ,2,2,0,488.59,87.95,0.0,Argentina,2017-06-11 19:51,2017-06-11 19:51,,Credit card,New
117,1693082441,Booking.com XML,2017-06-20,2017-06-22,1 DBL Mat ,2,2,0,118.34,21.3,0.0,Argentina,2017-06-11 22:03,2017-06-11 22:03,,Credit card,New
118,1892333188,Booking.com XML,2017-06-20,2017-06-22,1 SGL ,1,1,0,110.41,19.87,0.0,Argentina,2017-06-13 10:38,2017-06-13 10:38,,Credit card,New
119,2055350900,Booking.com XML,2017-06-20,2017-06-22,1 SGL ,1,1,0,96.4,17.35,0.0,Argentina,2017-06-18 13:07,2017-06-18 13:08,,Credit card,New
120,1563227488,Booking.com XML,2017-06-20,2017-06-21,1 DBL Mat ,2,2,0,51.77,9.32,0.0,Argentina,2017-06-19 22:48,2017-06-19 22:48,,Credit card,New
121,1445110613,Booking.com XML,2017-06-20,2017-06-21,1 SGL ,1,1,0,48.2,8.68,0.0,Argentina,2017-06-20 18:54,2017-06-20 18:54,,,New
122,1104575617,Booking.com XML,2017-06-19,2017-06-20,1 SUP ,2,2,0,69.42,12.5,0.0,Argentina,2017-05-11 21:23,2017-05-11 21:23,,Credit card,New
123,1241142890,Booking.com XML,2017-06-19,2017-06-20,1 DBL Mat ,2,2,0,57.02,10.26,0.0,Brazil,2017-05-24 15:33,2017-06-14 20:21,2017-06-14 20:21,Credit card,Cancelled
124,1535687094,Booking.com XML,2017-06-19,2017-06-20,1 DBL Mat ,2,2,0,60.82,10.95,0.0,Argentina,2017-05-31 15:48,2017-05-31 15:48,,Credit card,New
125,1332037041,Booking.com XML,2017-06-19,2017-06-20,1 SGL ,1,1,0,56.86,10.23,0.0,Thailand,2017-06-15 12:03,2017-06-15 12:03,,Credit card,New
126,1577114459,Booking.com XML,2017-06-18,2017-06-23,1 DBL Twin ,2,2,0,254.15,45.75,0.0,Brazil,2017-01-27 21:30,2017-03-20 22:30,2017-03-20 22:30,Credit card,Cancelled
127,842252461,Expedia XML,2017-06-18,2017-06-24,1 SGL ,1,1,0,259.29,0.0,259.29,,2017-05-16 12:16,2017-05-16 12:20,,Credit card,New
128,1525479824,Booking.com XML,2017-06-18,2017-06-20,1 DBL Mat ,2,2,0,138.84,24.99,0.0,Brazil,2017-05-21 19:22,2017-05-21 19:22,,Credit card,New
129,1393049355,Booking.com XML,2017-06-18,2017-06-21,1 TPL Mat 1 TPL Twin ,6,6,0,488.44,87.92,0.0,Brazil,2017-05-22 23:29,2017-05-23 21:59,2017-05-23 21:59,Credit card,Cancelled
130,857948160,Expedia XML,2017-06-18,2017-06-25,1 SGL ,1,1,0,329.42,0.0,329.42,,2017-06-14 13:47,2017-06-14 13:48,,Credit card,New
131,1407347156,Booking.com XML,2017-06-18,2017-06-19,1 TPL Mat ,3,3,0,87.94,15.83,0.0,Colombia,2017-06-18 22:26,2017-06-18 22:26,,,New
132,1936956424,Booking.com XML,2017-06-17,2017-06-21,1 TPL Mat ,3,3,0,273.96,49.31,0.0,Brazil,2017-01-16 20:51,2017-05-05 16:44,2017-05-05 16:44,Credit card,Cancelled
133,2008622182,Booking.com XML,2017-06-17,2017-06-21,1 DBL Twin 1 DBL Twin ,4,4,0,419.02,75.42,0.0,Brazil,2017-02-08 14:03,2017-05-10 10:42,2017-05-10 10:42,Credit card,Cancelled
134,1061635624,Booking.com XML,2017-06-17,2017-06-24,1 TPL Mat ,2,2,0,480.98,86.58,0.0,Brazil,2017-02-21 22:50,2017-03-01 22:05,2017-03-01 22:05,Credit card,Cancelled
135,3271465702,Despegar PAM2 XML,2017-06-17,2017-06-24,1 DBL Mat ,2,2,0,295.81,0.0,295.81,,2017-02-28 00:20,2017-02-28 00:39,,,New
136,1893236668,Booking.com XML,2017-06-17,2017-06-21,1 DBL Mat ,2,2,0,289.58,52.12,0.0,Argentina,2017-06-09 12:33,2017-06-11 21:13,2017-06-11 20:31,Credit card,Cancelled
137,1199969226,Booking.com XML,2017-06-17,2017-06-18,1 DBL Mat 1 DBL Mat ,2,2,0,101.9,36.68,0.0,Argentina,2017-06-12 18:48,2017-06-14 20:37,,Credit card,Modified
